status,p_code,name,end_date,title,partner_name,offices_names,number,longitude,start,url,CAS_CODE,latitude,total_budget,document_type,location_type,section_names
ended,24349,Mejdlaya   ,03/13/2020,"Supporting vulnerable girls and boys with learning, soft and hard skills and employability programmes in the North",RENE MOAWAD FOUNDATION,Beirut,LEBA/PCA2017052/PD2019654-1,0,03/13/2019,https://etools.unicef.org/pmp/interventions/654,24349,0,996500.77 USD,PD,Locality,Adolescent & Youth
ended,LBN56027,Shok   ,03/13/2020,"Supporting vulnerable girls and boys with learning, soft and hard skills and employability programmes in the North",RENE MOAWAD FOUNDATION,Beirut,LEBA/PCA2017052/PD2019654-1,35.8422,03/13/2019,https://etools.unicef.org/pmp/interventions/654,LBN56027,34.4259,996500.77 USD,PD,Village,Adolescent & Youth
ended,LBN57077,Zgharta   ,03/13/2020,"Supporting vulnerable girls and boys with learning, soft and hard skills and employability programmes in the North",RENE MOAWAD FOUNDATION,Beirut,LEBA/PCA2017052/PD2019654-1,35.89581,03/13/2019,https://etools.unicef.org/pmp/interventions/654,LBN57077,34.39666,996500.77 USD,PD,Village,Adolescent & Youth
draft,,Al Najda Al Shaabiya Bikfaya   ,01/20/2020,Protecting and Empowering Children and their Families in 14 key localities of Northern Lebanon (Phase 2),RENE MOAWAD FOUNDATION,"Beirut, Tripoli",LEBA/PCA2017052/PD2019660,35.6827940004,03/20/2019,https://etools.unicef.org/pmp/interventions/660,,33.9240219996,320944.22 USD,PD,Primary Health Care Center,Child Protection
draft,LBN57001,Aachach   ,01/20/2020,Protecting and Empowering Children and their Families in 14 key localities of Northern Lebanon (Phase 2),RENE MOAWAD FOUNDATION,"Beirut, Tripoli",LEBA/PCA2017052/PD2019660,35.93405,03/20/2019,https://etools.unicef.org/pmp/interventions/660,LBN57001,34.41145,320944.22 USD,PD,Village,Child Protection
draft,LBN55005,Aassoun   ,01/20/2020,Protecting and Empowering Children and their Families in 14 key localities of Northern Lebanon (Phase 2),RENE MOAWAD FOUNDATION,"Beirut, Tripoli",LEBA/PCA2017052/PD2019660,36.00904,03/20/2019,https://etools.unicef.org/pmp/interventions/660,LBN55005,34.38561,320944.22 USD,PD,Village,Child Protection
draft,LBN57010,Arde   ,01/20/2020,Protecting and Empowering Children and their Families in 14 key localities of Northern Lebanon (Phase 2),RENE MOAWAD FOUNDATION,"Beirut, Tripoli",LEBA/PCA2017052/PD2019660,35.91363,03/20/2019,https://etools.unicef.org/pmp/interventions/660,LBN57010,34.40812,320944.22 USD,PD,Village,Child Protection
draft,37391_31_001,Bakhoun social development center   ,01/20/2020,Protecting and Empowering Children and their Families in 14 key localities of Northern Lebanon (Phase 2),RENE MOAWAD FOUNDATION,"Beirut, Tripoli",LEBA/PCA2017052/PD2019660,36.0118,03/20/2019,https://etools.unicef.org/pmp/interventions/660,37391,34.41241,320944.22 USD,PD,Primary Health Care Center,Child Protection
draft,37391,Bakhoune   ,01/20/2020,Protecting and Empowering Children and their Families in 14 key localities of Northern Lebanon (Phase 2),RENE MOAWAD FOUNDATION,"Beirut, Tripoli",LEBA/PCA2017052/PD2019660,0,03/20/2019,https://etools.unicef.org/pmp/interventions/660,37391,0,320944.22 USD,PD,Locality,Child Protection
draft,37343,Btermaz   ,01/20/2020,Protecting and Empowering Children and their Families in 14 key localities of Northern Lebanon (Phase 2),RENE MOAWAD FOUNDATION,"Beirut, Tripoli",LEBA/PCA2017052/PD2019660,0,03/20/2019,https://etools.unicef.org/pmp/interventions/660,37343,0,320944.22 USD,PD,Locality,Child Protection
draft,37345,ElWatieh et Harf Siad   ,01/20/2020,Protecting and Empowering Children and their Families in 14 key localities of Northern Lebanon (Phase 2),RENE MOAWAD FOUNDATION,"Beirut, Tripoli",LEBA/PCA2017052/PD2019660,0,03/20/2019,https://etools.unicef.org/pmp/interventions/660,37345,0,320944.22 USD,PD,Locality,Child Protection
draft,33275,Halane   ,01/20/2020,Protecting and Empowering Children and their Families in 14 key localities of Northern Lebanon (Phase 2),RENE MOAWAD FOUNDATION,"Beirut, Tripoli",LEBA/PCA2017052/PD2019660,0,03/20/2019,https://etools.unicef.org/pmp/interventions/660,33275,0,320944.22 USD,PD,Locality,Child Protection
draft,37363,Kfar Chlane   ,01/20/2020,Protecting and Empowering Children and their Families in 14 key localities of Northern Lebanon (Phase 2),RENE MOAWAD FOUNDATION,"Beirut, Tripoli",LEBA/PCA2017052/PD2019660,0,03/20/2019,https://etools.unicef.org/pmp/interventions/660,37363,0,320944.22 USD,PD,Locality,Child Protection
draft,24349,Mejdlaya   ,01/20/2020,Protecting and Empowering Children and their Families in 14 key localities of Northern Lebanon (Phase 2),RENE MOAWAD FOUNDATION,"Beirut, Tripoli",LEBA/PCA2017052/PD2019660,0,03/20/2019,https://etools.unicef.org/pmp/interventions/660,24349,0,320944.22 USD,PD,Locality,Child Protection
draft,33271-01-001,Miriata 001   ,01/20/2020,Protecting and Empowering Children and their Families in 14 key localities of Northern Lebanon (Phase 2),RENE MOAWAD FOUNDATION,"Beirut, Tripoli",LEBA/PCA2017052/PD2019660,35.93227,03/20/2019,https://etools.unicef.org/pmp/interventions/660,33271,34.420052,320944.22 USD,PD,Informal Settlement,Child Protection
draft,37311,Sir   ,01/20/2020,Protecting and Empowering Children and their Families in 14 key localities of Northern Lebanon (Phase 2),RENE MOAWAD FOUNDATION,"Beirut, Tripoli",LEBA/PCA2017052/PD2019660,0,03/20/2019,https://etools.unicef.org/pmp/interventions/660,37311,0,320944.22 USD,PD,Locality,Child Protection
draft,31161-40-01,Trablous et Tabbaneh   ,01/20/2020,Protecting and Empowering Children and their Families in 14 key localities of Northern Lebanon (Phase 2),RENE MOAWAD FOUNDATION,"Beirut, Tripoli",LEBA/PCA2017052/PD2019660,35.846809,03/20/2019,https://etools.unicef.org/pmp/interventions/660,31161,34.43956,320944.22 USD,PD,Social Development Center,Child Protection
draft,31161,Tripoli AlTabbaneh   ,01/20/2020,Protecting and Empowering Children and their Families in 14 key localities of Northern Lebanon (Phase 2),RENE MOAWAD FOUNDATION,"Beirut, Tripoli",LEBA/PCA2017052/PD2019660,0,03/20/2019,https://etools.unicef.org/pmp/interventions/660,31161,0,320944.22 USD,PD,Locality,Child Protection
ended,,Al Najda Al Shaabiya Bikfaya   ,01/31/2020,"Supporting vulnerable girls and boys with learning, soft and hard skills and employability programmes in Lebanon",MOUVEMENT SOCIAL,Beirut,LEBA/PCA2017033/PD2019640,35.6827940004,02/05/2019,https://etools.unicef.org/pmp/interventions/640,,33.9240219996,1856873.00 USD,PD,Primary Health Care Center,Adolescent & Youth
ended,51377-01-001,Aain Kfar Zabad 001   ,01/31/2020,"Supporting vulnerable girls and boys with learning, soft and hard skills and employability programmes in Lebanon",MOUVEMENT SOCIAL,Beirut,LEBA/PCA2017033/PD2019640,36.011764,02/05/2019,https://etools.unicef.org/pmp/interventions/640,51377,33.795001,1856873.00 USD,PD,Informal Settlement,Adolescent & Youth
ended,LBN25019,Al Faour   ,01/31/2020,"Supporting vulnerable girls and boys with learning, soft and hard skills and employability programmes in Lebanon",MOUVEMENT SOCIAL,Beirut,LEBA/PCA2017033/PD2019640,35.97069,02/05/2019,https://etools.unicef.org/pmp/interventions/640,LBN25019,33.78106,1856873.00 USD,PD,Village,Adolescent & Youth
ended,LBN25006,Bar Elias   ,01/31/2020,"Supporting vulnerable girls and boys with learning, soft and hard skills and employability programmes in Lebanon",MOUVEMENT SOCIAL,Beirut,LEBA/PCA2017033/PD2019640,35.90329,02/05/2019,https://etools.unicef.org/pmp/interventions/640,LBN25006,33.77637,1856873.00 USD,PD,Village,Adolescent & Youth
ended,LBN2,Bekaa   ,01/31/2020,"Supporting vulnerable girls and boys with learning, soft and hard skills and employability programmes in Lebanon",MOUVEMENT SOCIAL,Beirut,LEBA/PCA2017033/PD2019640,0,02/05/2019,https://etools.unicef.org/pmp/interventions/640,LBN2,0,1856873.00 USD,PD,Governorate,Adolescent & Youth
ended,21111,Chiah   ,01/31/2020,"Supporting vulnerable girls and boys with learning, soft and hard skills and employability programmes in Lebanon",MOUVEMENT SOCIAL,Beirut,LEBA/PCA2017033/PD2019640,0,02/05/2019,https://etools.unicef.org/pmp/interventions/640,21111,0,1856873.00 USD,PD,Locality,Adolescent & Youth
ended,LBN34063,Doueir   ,01/31/2020,"Supporting vulnerable girls and boys with learning, soft and hard skills and employability programmes in Lebanon",MOUVEMENT SOCIAL,Beirut,LEBA/PCA2017033/PD2019640,35.65726,02/05/2019,https://etools.unicef.org/pmp/interventions/640,LBN34063,34.09527,1856873.00 USD,PD,Village,Adolescent & Youth
ended,LBN4,El Nabatieh   ,01/31/2020,"Supporting vulnerable girls and boys with learning, soft and hard skills and employability programmes in Lebanon",MOUVEMENT SOCIAL,Beirut,LEBA/PCA2017033/PD2019640,0,02/05/2019,https://etools.unicef.org/pmp/interventions/640,LBN4,0,1856873.00 USD,PD,Governorate,Adolescent & Youth
ended,LBN320048,Furn ech Chebak   ,01/31/2020,"Supporting vulnerable girls and boys with learning, soft and hard skills and employability programmes in Lebanon",MOUVEMENT SOCIAL,Beirut,LEBA/PCA2017033/PD2019640,35.52083,02/05/2019,https://etools.unicef.org/pmp/interventions/640,LBN320048,33.87278,1856873.00 USD,PD,Village,Adolescent & Youth
ended,LBN320049,Ghobeire   ,01/31/2020,"Supporting vulnerable girls and boys with learning, soft and hard skills and employability programmes in Lebanon",MOUVEMENT SOCIAL,Beirut,LEBA/PCA2017033/PD2019640,35.51024,02/05/2019,https://etools.unicef.org/pmp/interventions/640,LBN320049,33.86113,1856873.00 USD,PD,Village,Adolescent & Youth
ended,LBN51137,Halba   ,01/31/2020,"Supporting vulnerable girls and boys with learning, soft and hard skills and employability programmes in Lebanon",MOUVEMENT SOCIAL,Beirut,LEBA/PCA2017033/PD2019640,36.0777,02/05/2019,https://etools.unicef.org/pmp/interventions/640,LBN51137,34.54333,1856873.00 USD,PD,Village,Adolescent & Youth
ended,LBN320058,Haret Hraik   ,01/31/2020,"Supporting vulnerable girls and boys with learning, soft and hard skills and employability programmes in Lebanon",MOUVEMENT SOCIAL,Beirut,LEBA/PCA2017033/PD2019640,35.5088,02/05/2019,https://etools.unicef.org/pmp/interventions/640,LBN320058,33.8529,1856873.00 USD,PD,Village,Adolescent & Youth
ended,LBN44028,Jibchit   ,01/31/2020,"Supporting vulnerable girls and boys with learning, soft and hard skills and employability programmes in Lebanon",MOUVEMENT SOCIAL,Beirut,LEBA/PCA2017033/PD2019640,35.43193,02/05/2019,https://etools.unicef.org/pmp/interventions/640,LBN44028,33.3634,1856873.00 USD,PD,Village,Adolescent & Youth
ended,61439,Loubieh   ,01/31/2020,"Supporting vulnerable girls and boys with learning, soft and hard skills and employability programmes in Lebanon",MOUVEMENT SOCIAL,Beirut,LEBA/PCA2017033/PD2019640,0,02/05/2019,https://etools.unicef.org/pmp/interventions/640,61439,0,1856873.00 USD,PD,Locality,Adolescent & Youth
ended,LBN3,Mount Lebanon   ,01/31/2020,"Supporting vulnerable girls and boys with learning, soft and hard skills and employability programmes in Lebanon",MOUVEMENT SOCIAL,Beirut,LEBA/PCA2017033/PD2019640,0,02/05/2019,https://etools.unicef.org/pmp/interventions/640,LBN3,0,1856873.00 USD,PD,Governorate,Adolescent & Youth
ended,61115-40-01,Saida ElQadimeh   ,01/31/2020,"Supporting vulnerable girls and boys with learning, soft and hard skills and employability programmes in Lebanon",MOUVEMENT SOCIAL,Beirut,LEBA/PCA2017033/PD2019640,35.36779,02/05/2019,https://etools.unicef.org/pmp/interventions/640,61115,33.562603,1856873.00 USD,PD,Social Development Center,Adolescent & Youth
ended,LBN61094,Saksakiye   ,01/31/2020,"Supporting vulnerable girls and boys with learning, soft and hard skills and employability programmes in Lebanon",MOUVEMENT SOCIAL,Beirut,LEBA/PCA2017033/PD2019640,35.28273,02/05/2019,https://etools.unicef.org/pmp/interventions/640,LBN61094,33.43574,1856873.00 USD,PD,Village,Adolescent & Youth
ended,LBN55085,Terbol   ,01/31/2020,"Supporting vulnerable girls and boys with learning, soft and hard skills and employability programmes in Lebanon",MOUVEMENT SOCIAL,Beirut,LEBA/PCA2017033/PD2019640,35.94162,02/05/2019,https://etools.unicef.org/pmp/interventions/640,LBN55085,34.44575,1856873.00 USD,PD,Village,Adolescent & Youth
active,,Al Najda Al Shaabiya Bikfaya   ,12/31/2020,"Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Palestinian Camps and",MEDICAL AID FOR PALESTINIANS,Beirut,LEBA/PCA2017055/PD2019676-4,35.6827940004,06/01/2019,https://etools.unicef.org/pmp/interventions/676,,33.9240219996,2432718.10 USD,PD,Primary Health Care Center,Palestinian Programme
active,LBN1,Beirut   ,12/31/2020,"Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Palestinian Camps and",MEDICAL AID FOR PALESTINIANS,Beirut,LEBA/PCA2017055/PD2019676-4,0,06/01/2019,https://etools.unicef.org/pmp/interventions/676,LBN1,0,2432718.10 USD,PD,Governorate,Palestinian Programme
active,LBN3,Mount Lebanon   ,12/31/2020,"Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Palestinian Camps and",MEDICAL AID FOR PALESTINIANS,Beirut,LEBA/PCA2017055/PD2019676-4,0,06/01/2019,https://etools.unicef.org/pmp/interventions/676,LBN3,0,2432718.10 USD,PD,Governorate,Palestinian Programme
active,35277_09_001,Nahr el Bared   ,12/31/2020,"Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Palestinian Camps and",MEDICAL AID FOR PALESTINIANS,Beirut,LEBA/PCA2017055/PD2019676-4,35.9542473732,06/01/2019,https://etools.unicef.org/pmp/interventions/676,35277,34.5017517583,2432718.10 USD,PD,Palestinian Camps,Palestinian Programme
active,LBN25065,Saadnayel   ,12/31/2020,"Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Palestinian Camps and",MEDICAL AID FOR PALESTINIANS,Beirut,LEBA/PCA2017055/PD2019676-4,35.88187,06/01/2019,https://etools.unicef.org/pmp/interventions/676,LBN25065,33.82045,2432718.10 USD,PD,Village,Palestinian Programme
active,LBN6,South   ,12/31/2020,"Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Palestinian Camps and",MEDICAL AID FOR PALESTINIANS,Beirut,LEBA/PCA2017055/PD2019676-4,0,06/01/2019,https://etools.unicef.org/pmp/interventions/676,LBN6,0,2432718.10 USD,PD,Governorate,Palestinian Programme
active,51221,Talabaya   ,12/31/2020,"Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Palestinian Camps and",MEDICAL AID FOR PALESTINIANS,Beirut,LEBA/PCA2017055/PD2019676-4,0,06/01/2019,https://etools.unicef.org/pmp/interventions/676,51221,0,2432718.10 USD,PD,Locality,Palestinian Programme
active,53111_09_001,Wavell   ,12/31/2020,"Strengthening Community-Based Child Protection, Gender Based Violence interventions, and Psychosocial Support in Palestinian Camps and",MEDICAL AID FOR PALESTINIANS,Beirut,LEBA/PCA2017055/PD2019676-4,36.1810324128,06/01/2019,https://etools.unicef.org/pmp/interventions/676,53111,33.9864133857,2432718.10 USD,PD,Palestinian Camps,Palestinian Programme
active,LBN31022,Aley   ,12/15/2020,Student councils - Civic participation,MASAR ASSOCIATION,Beirut,LEBA/PCA2017031/PD2019704-2,35.59639,10/04/2019,https://etools.unicef.org/pmp/interventions/704,LBN31022,33.81008,811473.26 USD,PD,Village,Adolescent & Youth
active,LBN33018,Baaqline   ,12/15/2020,Student councils - Civic participation,MASAR ASSOCIATION,Beirut,LEBA/PCA2017031/PD2019704-2,35.55791,10/04/2019,https://etools.unicef.org/pmp/interventions/704,LBN33018,33.67884,811473.26 USD,PD,Village,Adolescent & Youth
active,LBN31027,Bedghane   ,12/15/2020,Student councils - Civic participation,MASAR ASSOCIATION,Beirut,LEBA/PCA2017031/PD2019704-2,35.66985,10/04/2019,https://etools.unicef.org/pmp/interventions/704,LBN31027,33.76792,811473.26 USD,PD,Village,Adolescent & Youth
active,LBN55040,El Beddaoui   ,12/15/2020,Student councils - Civic participation,MASAR ASSOCIATION,Beirut,LEBA/PCA2017031/PD2019704-2,35.86361,10/04/2019,https://etools.unicef.org/pmp/interventions/704,LBN55040,34.45404,811473.26 USD,PD,Village,Adolescent & Youth
active,LBN21135,El Qaa   ,12/15/2020,Student councils - Civic participation,MASAR ASSOCIATION,Beirut,LEBA/PCA2017031/PD2019704-2,36.47324,10/04/2019,https://etools.unicef.org/pmp/interventions/704,LBN21135,34.34428,811473.26 USD,PD,Village,Adolescent & Youth
active,LBN44019,Harouf   ,12/15/2020,Student councils - Civic participation,MASAR ASSOCIATION,Beirut,LEBA/PCA2017031/PD2019704-2,35.43831,10/04/2019,https://etools.unicef.org/pmp/interventions/704,LBN44019,33.37488,811473.26 USD,PD,Village,Adolescent & Youth
active,LBN42018,Hebbariye   ,12/15/2020,Student councils - Civic participation,MASAR ASSOCIATION,Beirut,LEBA/PCA2017031/PD2019704-2,35.69674,10/04/2019,https://etools.unicef.org/pmp/interventions/704,LBN42018,33.3669,811473.26 USD,PD,Village,Adolescent & Youth
active,LBN22035,Hermel   ,12/15/2020,Student councils - Civic participation,MASAR ASSOCIATION,Beirut,LEBA/PCA2017031/PD2019704-2,36.38607,10/04/2019,https://etools.unicef.org/pmp/interventions/704,LBN22035,34.39719,811473.26 USD,PD,Village,Adolescent & Youth
active,LBN24020,Joub Jannine   ,12/15/2020,Student councils - Civic participation,MASAR ASSOCIATION,Beirut,LEBA/PCA2017031/PD2019704-2,35.7818,10/04/2019,https://etools.unicef.org/pmp/interventions/704,LBN24020,33.62776,811473.26 USD,PD,Village,Adolescent & Youth
active,LBN24031,Mansoura   ,12/15/2020,Student councils - Civic participation,MASAR ASSOCIATION,Beirut,LEBA/PCA2017031/PD2019704-2,35.81463,10/04/2019,https://etools.unicef.org/pmp/interventions/704,LBN24031,33.68119,811473.26 USD,PD,Village,Adolescent & Youth
active,LBN33141,Mazboud   ,12/15/2020,Student councils - Civic participation,MASAR ASSOCIATION,Beirut,LEBA/PCA2017031/PD2019704-2,35.47874,10/04/2019,https://etools.unicef.org/pmp/interventions/704,LBN33141,33.61061,811473.26 USD,PD,Village,Adolescent & Youth
active,LBN44050,Nabatiye el Tahta   ,12/15/2020,Student councils - Civic participation,MASAR ASSOCIATION,Beirut,LEBA/PCA2017031/PD2019704-2,35.48455,10/04/2019,https://etools.unicef.org/pmp/interventions/704,LBN44050,33.37696,811473.26 USD,PD,Village,Adolescent & Youth
active,LBN25057,Qabb Elias   ,12/15/2020,Student councils - Civic participation,MASAR ASSOCIATION,Beirut,LEBA/PCA2017031/PD2019704-2,35.82027,10/04/2019,https://etools.unicef.org/pmp/interventions/704,LBN25057,33.79432,811473.26 USD,PD,Village,Adolescent & Youth
active,LBN23038,Rachaiya   ,12/15/2020,Student councils - Civic participation,MASAR ASSOCIATION,Beirut,LEBA/PCA2017031/PD2019704-2,35.83782,10/04/2019,https://etools.unicef.org/pmp/interventions/704,LBN23038,33.49914,811473.26 USD,PD,Village,Adolescent & Youth
active,LBN21144,Ras Baalbek   ,12/15/2020,Student councils - Civic participation,MASAR ASSOCIATION,Beirut,LEBA/PCA2017031/PD2019704-2,36.41936,10/04/2019,https://etools.unicef.org/pmp/interventions/704,LBN21144,34.25912,811473.26 USD,PD,Village,Adolescent & Youth
active,LBN61100,Saida   ,12/15/2020,Student councils - Civic participation,MASAR ASSOCIATION,Beirut,LEBA/PCA2017031/PD2019704-2,35.36779,10/04/2019,https://etools.unicef.org/pmp/interventions/704,LBN61100,33.5626,811473.26 USD,PD,Village,Adolescent & Youth
active,LBN56016,Tripoli   ,12/15/2020,Student councils - Civic participation,MASAR ASSOCIATION,Beirut,LEBA/PCA2017031/PD2019704-2,35.85263,10/04/2019,https://etools.unicef.org/pmp/interventions/704,LBN56016,34.43012,811473.26 USD,PD,Village,Adolescent & Youth
ended,LBN31005,Aaramoun   ,01/31/2020,Enhancing stability : Opened Opportunities for Resilient Lebanese and Non Lebanese Youth,MAKASSED PHILANTH ISLAMIC AS BRT,Beirut,LEBA/PCA2018502/PD2018537-3,35.51751,09/05/2018,https://etools.unicef.org/pmp/interventions/537,LBN31005,33.76045,4070625.00 USD,PD,Village,Adolescent & Youth
ended,LBN35006,Aaramoun   ,01/31/2020,Enhancing stability : Opened Opportunities for Resilient Lebanese and Non Lebanese Youth,MAKASSED PHILANTH ISLAMIC AS BRT,Beirut,LEBA/PCA2018502/PD2018537-3,35.70079,09/05/2018,https://etools.unicef.org/pmp/interventions/537,LBN35006,34.0201,4070625.00 USD,PD,Village,Adolescent & Youth
ended,LBN7,Akkar   ,01/31/2020,Enhancing stability : Opened Opportunities for Resilient Lebanese and Non Lebanese Youth,MAKASSED PHILANTH ISLAMIC AS BRT,Beirut,LEBA/PCA2018502/PD2018537-3,0,09/05/2018,https://etools.unicef.org/pmp/interventions/537,LBN7,0,4070625.00 USD,PD,Governorate,Adolescent & Youth
ended,LBN11006,Bachoura   ,01/31/2020,Enhancing stability : Opened Opportunities for Resilient Lebanese and Non Lebanese Youth,MAKASSED PHILANTH ISLAMIC AS BRT,Beirut,LEBA/PCA2018502/PD2018537-3,35.5029,09/05/2018,https://etools.unicef.org/pmp/interventions/537,LBN11006,33.89057,4070625.00 USD,PD,Village,Adolescent & Youth
ended,LBN25006,Bar Elias   ,01/31/2020,Enhancing stability : Opened Opportunities for Resilient Lebanese and Non Lebanese Youth,MAKASSED PHILANTH ISLAMIC AS BRT,Beirut,LEBA/PCA2018502/PD2018537-3,35.90329,09/05/2018,https://etools.unicef.org/pmp/interventions/537,LBN25006,33.77637,4070625.00 USD,PD,Village,Adolescent & Youth
ended,LBN33024,Barja   ,01/31/2020,Enhancing stability : Opened Opportunities for Resilient Lebanese and Non Lebanese Youth,MAKASSED PHILANTH ISLAMIC AS BRT,Beirut,LEBA/PCA2018502/PD2018537-3,35.44176,09/05/2018,https://etools.unicef.org/pmp/interventions/537,LBN33024,33.64966,4070625.00 USD,PD,Village,Adolescent & Youth
ended,35275,Bebnine   ,01/31/2020,Enhancing stability : Opened Opportunities for Resilient Lebanese and Non Lebanese Youth,MAKASSED PHILANTH ISLAMIC AS BRT,Beirut,LEBA/PCA2018502/PD2018537-3,0,09/05/2018,https://etools.unicef.org/pmp/interventions/537,35275,0,4070625.00 USD,PD,Locality,Adolescent & Youth
ended,LBN1,Beirut   ,01/31/2020,Enhancing stability : Opened Opportunities for Resilient Lebanese and Non Lebanese Youth,MAKASSED PHILANTH ISLAMIC AS BRT,Beirut,LEBA/PCA2018502/PD2018537-3,0,09/05/2018,https://etools.unicef.org/pmp/interventions/537,LBN1,0,4070625.00 USD,PD,Governorate,Adolescent & Youth
ended,LBN2,Bekaa   ,01/31/2020,Enhancing stability : Opened Opportunities for Resilient Lebanese and Non Lebanese Youth,MAKASSED PHILANTH ISLAMIC AS BRT,Beirut,LEBA/PCA2018502/PD2018537-3,0,09/05/2018,https://etools.unicef.org/pmp/interventions/537,LBN2,0,4070625.00 USD,PD,Governorate,Adolescent & Youth
ended,LBN51284,Doueir Aadouiye   ,01/31/2020,Enhancing stability : Opened Opportunities for Resilient Lebanese and Non Lebanese Youth,MAKASSED PHILANTH ISLAMIC AS BRT,Beirut,LEBA/PCA2018502/PD2018537-3,36.1786,09/05/2018,https://etools.unicef.org/pmp/interventions/537,LBN51284,34.5814,4070625.00 USD,PD,Village,Adolescent & Youth
ended,35353,Fneidek   ,01/31/2020,Enhancing stability : Opened Opportunities for Resilient Lebanese and Non Lebanese Youth,MAKASSED PHILANTH ISLAMIC AS BRT,Beirut,LEBA/PCA2018502/PD2018537-3,0,09/05/2018,https://etools.unicef.org/pmp/interventions/537,35353,0,4070625.00 USD,PD,Locality,Adolescent & Youth
ended,LBN51137,Halba   ,01/31/2020,Enhancing stability : Opened Opportunities for Resilient Lebanese and Non Lebanese Youth,MAKASSED PHILANTH ISLAMIC AS BRT,Beirut,LEBA/PCA2018502/PD2018537-3,36.0777,09/05/2018,https://etools.unicef.org/pmp/interventions/537,LBN51137,34.54333,4070625.00 USD,PD,Village,Adolescent & Youth
ended,51234,Kab Elias   ,01/31/2020,Enhancing stability : Opened Opportunities for Resilient Lebanese and Non Lebanese Youth,MAKASSED PHILANTH ISLAMIC AS BRT,Beirut,LEBA/PCA2018502/PD2018537-3,0,09/05/2018,https://etools.unicef.org/pmp/interventions/537,51234,0,4070625.00 USD,PD,Locality,Adolescent & Youth
ended,LBN31078,Khalde   ,01/31/2020,Enhancing stability : Opened Opportunities for Resilient Lebanese and Non Lebanese Youth,MAKASSED PHILANTH ISLAMIC AS BRT,Beirut,LEBA/PCA2018502/PD2018537-3,35.47594,09/05/2018,https://etools.unicef.org/pmp/interventions/537,LBN31078,33.78301,4070625.00 USD,PD,Village,Adolescent & Youth
